,topic,page_num,post_num,text,join_date,post_date,num_likes,pred_label,true_label
184,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,14,what kind of impact/force reduction is already offered by an atc~ pilot~ megajul~ gri-gri~ cinch~ revo~ whatever..,Jul 2010,Jul 4 2020,3,1,1.0
185,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,14,have you considered the impact-reduction provided by dynamic rope stretch in a factor 2 fall? how does that compare to the potential reduction of maximum force you’d be looking to achieve via the device?,Jul 2010,Jul 4 2020,3,1,1.0
186,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,15,is this a troll comment?   dear rrg climbers..,Jun 2016,Jul 4 2020,25,1,
187,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,15,the rrg is basically a gym.,Jun 2016,Jul 4 2020,25,1,1.0
188,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,16,climber falls~ and the belayer~ a sadist~ sits back into their harness as hard they possibly can - just as the climber's weight comes onto the rope,Jan 2016,Jul 4 2020,19,1,1.0
189,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,16,i'll make this easy for you~ artem,Jan 2016,Jul 4 2020,19,1,1.0
190,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,16,i'll make this easy for you~ artem,Jan 2016,Jul 4 2020,19,1,1.0
191,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,16,"in a less than overhanging fall gravity~ not the sadistic belayer~ is what ""slams"" you into the wall",Jan 2016,Jul 4 2020,19,1,1.0
192,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,16,!/  instead of /! where the climber is !,Jan 2016,Jul 4 2020,19,1,
193,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,16,"best bet in any less than overhanging fall is to put the brakes on it asap.  in an overhanging situation where you're run out a bit it's the pendulum of you swinging back into the wall that ""spikes"" you and where a ""soft catch"" can be helpful.",Jan 2016,Jul 4 2020,19,1,
194,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,17,sounds complex~ i'm trying to think of what sort of mechanism could give you a reliable soft catch,Sep 2018,Jul 4 2020,2,1,1.0
195,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,17,hmm...,Sep 2018,Jul 4 2020,2,1,1.0
196,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,17,i guess you could have a mechanism that releases the grigri a little~ just like the lever does~ when the device is pulled away from the belayer using a spring or something,Sep 2018,Jul 4 2020,2,1,1.0
197,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,17,if the spring is set so it takes~ say~ a few kn to pull it there you go,Sep 2018,Jul 4 2020,2,1,1.0
198,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,17,maybe it could even be a thing you put on a regular grigri rather than a new device,Sep 2018,Jul 4 2020,2,1,1.0
199,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,17,"though~ i feel like most of the chill trad routes i do have a place to get a bomber ""jesus piece"" in coming off the belay~ so it's not hard to minimize the chance of a factor two fall",Sep 2018,Jul 4 2020,2,1,1.0
200,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,17,how many routes out there have belays where you can't really avoid being in a factor two situation?,Sep 2018,Jul 4 2020,2,1,1.0
201,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,18,climber falls~ and the belayer~ a sadist~ sits back into their harness as hard they possibly can - just as the climber's weight comes onto the rope,Jul 2019,Jul 4 2020,8,1,1.0
202,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,18,that's not what spiking is.,Jul 2019,Jul 4 2020,8,1,1.0
203,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,19,i'll make this easy for you~ artem,Mar 2014,Jul 4 2020,20,1,1.0
204,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,19,i'll make this easy for you~ artem,Mar 2014,Jul 4 2020,20,1,1.0
205,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,19,"in a less than overhanging fall gravity~ not the sadistic belayer~ is what ""slams"" you into the wall",Mar 2014,Jul 4 2020,20,1,1.0
206,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,19,!/  instead of /! where the climber is !,Mar 2014,Jul 4 2020,20,1,
207,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,19,best bet in any less than overhanging fall is to put the brakes on it asap,Mar 2014,Jul 4 2020,20,1,1.0
208,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,19,"in an overhanging situation where you're run out a bit it's the pendulum of you swinging back into the wall that ""spikes"" you and where a ""soft catch"" can be helpful.  a good belayer can give you a soft catch by moving with the pull of the rope and will decrease the force on the climber as they fall.  a bad belayer will sit back and mess you up by increasing the speed of the swing you take into the wall",Mar 2014,Jul 4 2020,20,1,
209,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,19,it blows my mind how many people don't understand what a soft catch is and how to give one,Mar 2014,Jul 4 2020,20,1,1.0
210,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,19,normally it's either noobs who are in their first few seasons or crusty trad dads that catch one fall per season that deal most of the worst spikes i've seen.,Mar 2014,Jul 4 2020,20,1,1.0
211,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,20,the mountain project like count may agree with you,Jul 2019,Jul 4 2020,16,1,1.0
212,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",1,20,the laws of physics do not.,Jul 2019,Jul 4 2020,16,1,1.0
213,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,i'll make this easy for you~ artem,Feb 2008,Jul 4 2020,25,1,1.0
214,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,i'll make this easy for you~ artem,Feb 2008,Jul 4 2020,25,1,1.0
215,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,"in a less than overhanging fall gravity~ not the sadistic belayer~ is what ""slams"" you into the wall",Feb 2008,Jul 4 2020,25,1,1.0
216,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,!/  instead of /! where the climber is !,Feb 2008,Jul 4 2020,25,1,
217,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,best bet in any less than overhanging fall is to put the brakes on it asap,Feb 2008,Jul 4 2020,25,1,1.0
218,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,"in an overhanging situation where you're run out a bit it's the pendulum of you swinging back into the wall that ""spikes"" you and where a ""soft catch"" can be helpful.  i'm seconding this because the original quote has 12 misinformed likes and counting",Feb 2008,Jul 4 2020,25,1,
219,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,"besides that~ the ""soft catch"" proposal for grigris isn't about spiking the faller~ it is about reducing the maximum impact load to the gear and team",Feb 2008,Jul 4 2020,25,1,1.0
220,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,that happens because some fall energy is dissipated by friction when the rope is allowed to run under tension,Feb 2008,Jul 4 2020,25,1,1.0
221,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,spiking is a result of penduluming into the wall on a very short fall on overhanging ground,Feb 2008,Jul 4 2020,25,1,1.0
222,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,spiking is a result of penduluming into the wall on a very short fall on overhanging ground,Feb 2008,Jul 4 2020,25,1,1.0
223,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,lengthening the fall puts the overhanging wall further away and allows the leader to hit with reduced impact as their pendulum crosses the vertical and starts ascending,Feb 2008,Jul 4 2020,25,1,1.0
224,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,0,on less than vertical ground~ the pendulum never crosses the vertical (obviously) so there is no impact reduction~ and meanwhile adding length to the fall risks smacking the falling leader into features or ledges.,Feb 2008,Jul 4 2020,25,1,1.0
225,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,1,a good belayer can give you a soft catch by moving with the pull of the rope and will decrease the force on the climber as they fall.  a bad belayer will sit back and mess you up by increasing the speed of the swing you take into the wall,Jan 2016,Jul 4 2020,14,1,
226,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,1,it blows my mind how many people don't understand what a soft catch is and how to give one,Jan 2016,Jul 4 2020,14,1,1.0
227,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,1,"""right~ because we all know that in less than overhanging terrain the best policy is to spike your climber into next week"" now~ i suppose you're correct that 90 degrees is 1 degree less than overhanging",Jan 2016,Jul 4 2020,14,1,1.0
228,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,1,so~ yeah~ for all those exactly vertical climbs with no obstacles sticking out of the face you are correct,Jan 2016,Jul 4 2020,14,1,1.0
229,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,1,"in most of the real world of climbing~ though~ ""less than overhanging"" means ""less than vertical."" don't go soft-catching anyone on slab",Jan 2016,Jul 4 2020,14,1,1.0
230,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,1,or blocky alpine terrain,Jan 2016,Jul 4 2020,14,1,1.0
231,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,1,or a 5.9 royal robbins classic like the open book,Jan 2016,Jul 4 2020,14,1,1.0
232,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,1,you'll break your climber's legs or worse.,Jan 2016,Jul 4 2020,14,1,
233,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,2,i'm seconding this because the original quote has 12 misinformed likes and counting,Mar 2014,Jul 4 2020,7,1,1.0
234,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,2,"besides that~ the ""soft catch"" proposal for grigris isn't about spiking the faller~ it is about reducing the maximum impact load to the gear and team",Mar 2014,Jul 4 2020,7,1,1.0
235,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,2,that happens because some fall energy is dissipated by friction when the rope is allowed to run under tension,Mar 2014,Jul 4 2020,7,1,1.0
236,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,2,spiking is a result of penduluming into the wall on a very short fall on overhanging ground,Mar 2014,Jul 4 2020,7,1,1.0
237,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,2,spiking is a result of penduluming into the wall on a very short fall on overhanging ground,Mar 2014,Jul 4 2020,7,1,1.0
238,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,2,lengthening the fall puts the overhanging wall further away and allows the leader to hit with reduced impact as their pendulum crosses the vertical and starts ascending,Mar 2014,Jul 4 2020,7,1,1.0
239,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,2,on less than vertical ground~ the pendulum never crosses the vertical (obviously) so there is no impact reduction~ and meanwhile adding length to the fall risks smacking the falling leader into features or ledges,Mar 2014,Jul 4 2020,7,1,1.0
240,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,2,most of the ledge falls i've seen are belayers giving their climbers hard catches and swinging them straight into a ledge that they would have otherwise fallen right past,Mar 2014,Jul 4 2020,7,1,1.0
241,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,2,even a small feature can ruin your talus bones/ankles with a bad belay.,Mar 2014,Jul 4 2020,7,0,1.0
242,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,3,"most of the ledge falls i've seen are belayers giving their climbers hard catches and swinging them straight into a ledge that they would have otherwise fallen past.   note above~ ""small jump.""",Jan 2016,Jul 4 2020,4,1,
243,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,4,don't go soft-catching anyone on slab,Mar 2014,Jul 4 2020,7,1,1.0
244,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,4,or blocky alpine terrain,Mar 2014,Jul 4 2020,7,1,1.0
245,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,4,or a 5.9 royal robbins classic like the open book,Mar 2014,Jul 4 2020,7,1,1.0
246,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,4,you'll break your climber's legs or worse.  way to make a strawman by moving the goal posts to slab lol.,Mar 2014,Jul 4 2020,7,1,
247,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,5,"note above~ ""small jump.""  if you are above a huge ledge that you won't fall past - then this is a special situation where a tight belay would be warranted",Mar 2014,Jul 4 2020,3,1,
248,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,5,this is relatively rare and a good belayer will know when to do it,Mar 2014,Jul 4 2020,3,1,1.0
249,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,5,hard catches should never be a one size fits all policy.,Mar 2014,Jul 4 2020,3,1,
250,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,6,how about a munter?,Nov 2015,Jul 4 2020,5,1,1.0
251,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,7,spiking is a result of penduluming into the wall on a very short fall on overhanging ground,Jul 2019,Jul 4 2020,13,1,1.0
252,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,7,spiking is a result of penduluming into the wall on a very short fall on overhanging ground,Jul 2019,Jul 4 2020,13,1,1.0
253,"Why not make a ""soft catch"" mode for Grigris for potential factor 2 falls?",2,7,lengthening the fall puts the overhanging wall further away and allows the leader to hit with reduced impact as their pendulum crosses the vertical and starts ascending,Jul 2019,Jul 4 2020,13,1,1.0
