,text,1
368,I've only ever fallen straight down a climb once,1
369,Slightly less than vert~ spead eage with tenuous holds and a foot popped~ causing the hands to pop~ and down I slid,1
370,On anything near vert~ you will almost always have an outward force because you are pulling down and out at some vector,1
371,Plus~ it would suck to fall directly down~ hitting your pro/bolts and getting tangled in the rope,1
372,Typically it is a hand that gives out~ causing a pivot outwards ad your feet are briefly still on a hold or 2~ IME,1
373,Some of the worst falls I've had are knees at pro~ lower on a route~ with a quick swing into the rock,1
374,I don't think a soft catch would be timed correctly~ but having a little extra rope out seems to help,1
375,Very small holds on off vert slab might be different~ but I'm too scared (or scarred) to fall.,1
376,I'm not the one blaming everyone else for my mistakes,1
377,Look at your post history~ you have a tendency to do just that,1
378,Lol~ what a bold and baseless accusation,1
379,Feel free to provide some examples,1
380,I remember our last interaction was you trying to blame me for being dropped by my belayer (a gym employee dropping me in a gym - and then also faulting me for knowing other climbers who had also been dropped at some point in their careers),1
381,That was a nasty interaction that left me with a rather bad impression of you,1
382,You are right about my abilities,1
383,If you fall straight down a vert wall in a gym..,1
384,well~ I think you would only do that once,1
385,You will purposefully put some outward momentum into your fall (it will be there even if you don't) to avoid breaking your ankles on the way down.,1
386,I’ll certainly take the opinion of someone who has taken and/or held hundreds/thousands of falls before listening to the opinion of a physics expert who has taken/caught very few,1
387,Now if you happen to be both...that’s even better.,1
388,Lol~ what a bold and baseless accusation,1
389,You are the same Artem who got a college degree because everyone else told you to do it and then wanted to default on your loans right?,1
390,You are the same Artem who got a college degree because everyone else told you to do it and then wanted to default on your loans right? Ooh buddy - you had to go all the way back to my first posts on this forum (over 900 posts ago) and even then you couldn't come up with a proper example,1
391,And yes~ I'd still default on my private loans if it means the difference between buying groceries and paying for my loans,1
392,Quite a few young people are in the same predicament as me in today's America,1
393,Thanks.,1
394,I think the whole debate has assumed semi-religious overtones with neither side wanting to give ground,1
395,It occurs against the background of the sometimes contentious trad-sport arguments~ with each side claiming superior knowledge the other side doesn't have~ this in spite of the fact that many people do both types of climbing,1
396,It has been established that when hard-locking belay devices like the Grigri are employed~ properly-timed soft catches can reduce impacts to the anchor,1
397," In fact~ the entire soft-catch concept took hold because of the ""hardness"" of the autolocking belay",1
398,The variability in the effectiveness remains an unaddressed issue~ as people speak of a soft catch as if it is an unvarying intervention unrelated to the host of conditions surrounding the belay event,1
399,From this perspective~ a tendency has evolved to blame the belayer for everything untoward that happens to a falling leader~ as if the soft catch was some kind of magical shield against all possible injury~ hence any injury becoming prima facie evidence of belayer misconduct,1
400,The issue of spiking has to do with the effects of penduluming into the rock~ and is not necessarily the same as reducing the load to the anchors; this is another area where the soft-catch discussion is muddled~ as the only published test results I've seen have to do with anchor loads~ not pendulum impacts,1
401," The video linked above is one of the few sources of information about the results of pendulums~ and as I mentioned it looks as if~ in the more nearly vertical situation~ and especially with short falls~  that the climber might be  ""spiking"" before the jump can mitigate the pendulum effects",1
402,This doesn't mean the soft catch might not have some application to single-pitch trad climbing~ but it does mean that extrapolating from other experience is fraught,1
403,We'd all be better off if we could get away from the smug proclamations and admit we know a lot less than we think.,1
404,Is this a bad idea? Does a bear shit in the woods? yes,1
405,A soft catch is just super incredible easy to master,1
406,You hardly have to do anything~ just let your hips give in and move at the right time,1
407,You be failin' and spikin' your leader if you are terrifiend and brace like you're getting hit by a linebacker and resistin' that movement,1
408,Also~ people must at some point learn to climb~ learn when that ol' soft catch is appropriate or not~ and not hope all this technologizin' will solve their many problems,1
409,That being said~ it's 2020~ not 1989~ so never use a non-brake assist tube style device unless youse inSANE!!!,1
410,Not sure if you noticed the different sides and where they live,1
411,For example~ places like RRG it makes sense to do a soft catch,1
412,On granite walls (California) those people generally tend to be less friendly with the soft catches,1
413,Hard/Soft Catch is like debating politics,1
414,Covid is a Hoax ;-),1
415,Seems this is solved pretty easily by just seeking out a rope with lower impact rating rather than the voodoo of jumping at whatever you /think/ is the right time to jump,1
